Commodity,Year,Attribute,Value
Fresh potatoes,2011,Farm-Price (cents/pound),14.7275
Fresh potatoes,2011,Farm share-Percent,22.6632709590053
Fresh potatoes,2012,Retail-Price (cents/pound),65.9166666666667
Fresh potatoes,2012,Farm-Price (cents/pound),9.97333333333333
Fresh potatoes,2012,Farm share-Percent,15.7606405394016
Fresh potatoes,2013,Retail-Price (cents/pound),66.7583333333333
Fresh potatoes,2013,Farm-Price (cents/pound),11.3683333333333
Fresh potatoes,2013,Farm share-Percent,17.7386302167853
Fresh potatoes,2014,Retail-Price (cents/pound),67.3916666666667
Fresh potatoes,2014,Farm-Price (cents/pound),10.3966666666667
Fresh potatoes,2014,Farm share-Percent,16.070030089444
Fresh potatoes,2015,Retail-Price (cents/pound),64.9583333333334
Fresh potatoes,2015,Farm-Price (cents/pound),9.4125
Fresh potatoes,2015,Farm share-Percent,15.0938101347017
Fresh potatoes,2016,Retail-Price (cents/pound),68.125
Fresh potatoes,2016,Farm-Price (cents/pound),10.6033333333333
Fresh potatoes,2016,Farm share-Percent,16.2130479102956
Fresh potatoes,2017,Retail-Price (cents/pound),72.3666666666667
Fresh potatoes,2017,Farm-Price (cents/pound),10.5491666666667
Fresh potatoes,2017,Farm share-Percent,15.1847746814064
Fresh potatoes,2018,Retail-Price (cents/pound),73.9666666666667
Fresh potatoes,2018,Farm-Price (cents/pound),10.615
Fresh potatoes,2018,Farm share-Percent,14.9490198287517
Fresh potatoes,2019,Retail-Price (cents/pound),76.7333333333333
Fresh potatoes,2019,Farm-Price (cents/pound),12.3566666666667
Fresh potatoes,2019,Farm share-Percent,16.7743628728642
Fresh potatoes,2020,Retail-Price (cents/pound),81.12
Fresh potatoes,2020,Farm-Price (cents/pound),13.225
Fresh potatoes,2020,Farm share-Percent,16.9822998849441
Fresh potatoes,2021,Retail-Price (cents/pound),78.0083333333333
Fresh potatoes,2021,Farm-Price (cents/pound),12.1666666666667
Fresh potatoes,2021,Farm share-Percent,16.246483637788
Fresh potatoes,2022,Retail-Price (cents/pound),90.6333333333333
Fresh potatoes,2022,Farm-Price (cents/pound),19.075
Fresh potatoes,2022,Farm share-Percent,21.9232714233174
Fresh potatoes,2023,Retail-Price (cents/pound),100.458333333333
Fresh potatoes,2023,Farm-Price (cents/pound),18.9583333333333
Fresh potatoes,2023,Farm share-Percent,19.6581639706899
